,Emails,label
3774,spoke maneesha satisfied experience reply toll free,0
3775,message call,0
3776,mila blonde sex guy fun text mtalk increment,1
3777,fishrman woke early mrng dark waited amp found sack ful stone strtd throwin thm pas time atlast jus sun rose amp found tht stone diamond wake early mrng night,0
3778,claim shopping spree call,1
3779,physic,0
3780,dear friend sorry late information today birthday loving detail book number miss delicious treat,0
3781,send,0
3782,online transaction,0
3783,dear train seat lower seat,0
3784,salad desert beer,0
3785,,0
3786,whore unbelievable,0
3787,funk fone weekly tone reply text original tone network operator rate apply,1
3788,,0
3789,love feel make belly warm wish love meet dream ahmad adoring kiss,0
3790,twinks bear scallies skin jock calling miss weekend fun call stop text call nat rate,1
3791,love flood pretty pussy,0
3792,hey angry reply,0
3793,short cute person,0
3794,remember bead,0
3795,thread wishlist section forum post nitro request start page collect bottom,0
3796,time history sold price india shesil,0
3797,feb love day send dis valued frnds evn back married person love ignore dis lose love evr,0
3798,nevermind hella cash ish,0
3799,contact reply offer video handset anytime network min unlimited text camcorder reply call,1
3800,armand,0
3801,happy,0
3802,song creative neva test quality check review online,0
3803,fake frnds money thts reffering member wit mail link credited getiing draw acc wen,0
3804,weirdy brownie sister made awesome cooky pic,0
3805,urgent contact weekend draw show prize guaranteed call claim code valid,1
3806,pls restrict eating anythin like day,0
3807,,0
3808,funeral home audrey dad,0
3809,aight text address,0
3810,excellent wish,0
3811,yep fine ice age,0
3812,pls belive jesus,0
3813,,0
3814,chikku tht guy stopped irritating msging,0
3815,long,0
3816,number vivek,0
3817,xmas iscoming awarded gift voucher free entry weekly draw txt music tnc,1
3818,sorry brah finished exam,0
3819,arrested possession shit time,0
3820,give space starting issue suggest setting definite move greece ready,0
3821,normal,0
3822,protect sib asks sensitive information password pin email share password,0
3823,miss desparate recorded message left day listen hear sound voice love,0
3824,online yahoo chat someday,0
3825,goodmorning grandfather expired leave today,0
3826,congratulation claim vip row ticket blu concert november blu gift guaranteed call claim,1
3827,yuou working mom find spot work,0
3828,bit,0
3829,agree stop thinkin ipad macho question,0
3830,pool money buy bunch lotto ticket win deal,0
3831,,0
3832,askd question hour answer,0
3833,watching nice,0
3834,chennai forgot auction,0
3835,pick,0
3836,early bird purchase,0
3837,pay rent bank authorise payment,0
3838,erm pick give time park,0
3839,hey mate honey ave holiday gimmi go,0
3840,howz medicine,0
3841,chile decimal hour drive time subletting audition season,0
3842,ammae life take lot turn hold steering,0
3843,goin,0
3844,mmmm wait lick,0
3845,pls today excuse,0
3846,fantasy football back sky gamestar sky active play dream team scoring start saturday register sky opt,1
3847,plz bslvyl,0
3848,town,0
3849,forward sex cuddling sleep,0
3850,rounder required,0
3851,knw dis,0
3852,worry day big lambu enjoy batchlor party,0
3853,hip hop open haha jazz zoom tonight free leh lesson tonight,0
3854,free message single find partner area real waiting chat send chat send stopcs message,1
3855,part tomorrow,0
3856,found different farm shop buy cheese back call,0
3857,working,0
3858,win newest aoharry potter order phoenix book reply harry answer question chance reader,1
3859,yep pink furniture,0
3860,free message ringtone http wml,1
3861,customer place cal sir,0
3862,god found number glad text back xafter msg cst std ntwk chg,1
3863,pure hearted person wonderful smile make enemy feel guilty enemy catch world smile goodmorning amp smiley sunday,0
3864,thataos alrite girl gail neva wrong sweet donaot love yaxxx,0
3865,theoretically,0
3866,alright hooked guy,0
3867,town,0
3868,math,0
3869,wait lect finish,0
3870,usual guy town definitely,0
3871,joining today talk,0
3872,happy sad past morning,0
3873,multimedia message,0
3874,okie scared fat dun wan,0
3875,message,0
3876,sorry sir call tomorrow,0
3877,person give,0
3878,left vague inform person accounting delayed rent discus housing agency renting place checking online place usc,0
3879,juan coming home fri hey course expect welcome party lot present phone back load love nicky,0
3880,plz bslvyl,0
3881,short cute person,0
3882,gumby special cheese pizza doin tonight,0
3883,link picture http,1
3884,personal sized,0
3885,great aunt anniversary party tarpon spring,0
3886,cab pick drop step,0
3887,,0
3888,unlimited text limited minute,0
3889,double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call,1
3890,problem spending lot quality time,0
3891,urgent attempt contact prize yesterday awaiting collection claim call,1
3892,heard week,0
3893,dear dave final notice collect tenerife holiday cash award call landline tc sae,1
3894,practice,0
3895,tell call claim prize enter mobile personal detail prompt careful,1
3896,wonderful,0
3897,part time job,0
3898,confirmed juz,0
3899,okie,0
3900,depends treated,0
3901,brah,0
3902,waiting car mum leh reach home,0
3903,account show unredeemed point claim call identifier code xxxxx expires,1
3904,video handset anytime network min half price line rental camcorder reply call delivery tomorrow,1
3905,fast asleep,0
3906,mean fat head,0
3907,sound plan cardiff cold sitting radiator,0
3908,proper tongued,0
3909,wondering smiling coping long distance,0
3910,car lar wearing short,0
3911,important customer service announcement call freephone,1
3912,,0
3913,today accept day accept brother sister lover lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,0
3914,ard message,0
3915,,0
3916,laptop stock muz,0
3917,bored izzit suddenly thk,0
3918,wish snow flurry melt hit ground eek snow born,0
3919,free ringtone reply real poly pushbutton dontcha babygoodbye golddigger webeburnin tone free join,1
3920,change sentence concentrate educational career leaving,0
3921,perform write paper movie home midnight,0
3922,coz drop card box,0
3923,izzit raining,0
3924,trouble sleeping,0
3925,add,0
3926,remember eat drinking appreciate keeping company night babe smile,0
3927,babe lost rebooting,0
3928,nigh aha,0
3929,thk home urself co shopping frens present,0
3930,nooooooo bored death day cable internet outage,0
3931,amount pls,0
3932,playin space poker,0
3933,guoyang told,0
3934,,0
3935,giving chance rahul dengra,0
3936,fact asked needed hour ago,0
3937,strike red bird antelope begin toplay fieldof selfindependence believe flower contention,0
3938,wan doctor,0
3939,daddy,0
3940,free message gnarl barkley crazy ringtone totally free reply message,1
3941,borderline,0
3942,call landline number asked anna nagar afternoon,0
3943,dinner,0
3944,gentle princess make sweet gentle love,0
3945,doin baby girl hope time call ure phone miss touch,0
3946,sorry bed early nightnight,0
3947,possibility pub,0
3948,grooved forward pound special,0
3949,video tape pple type message free wan hee co wan watch infernal affair shuhui oso,0
3950,realy mising today,0
3951,hungry buy food mum yun dun wan juz buy bit,0
3952,refused loan secured unsecured credit call free text back,1
3953,probably eat today pop weekend miss,0
3954,knew slept late yest wake late,0
3955,haha angry practice real,0
3956,day training,0
3957,kiss feel,0
3958,nice day dear,0
3959,lanre fakeye eckankar detail mail box,0
3960,dad back,0
3961,specially selected receive award call line close cost apply promo,1
3962,message,0
3963,timing,0
3964,love aathi love lot,0
3965,callin bruv,0
3966,valued vodafone customer computer picked win prize collect easy call,1
3967,turn heater heater set degree,0
3968,message appreciate sacrifice process direct pay find back test tomorrow class wonderful day,0
3969,trouble class due dodgey expecting tomo recovery time place,0
3970,free video camera phone half price line rental mths cross ntwk min txts call,1
3971,wot,0
3972,night night tomorrow,0
3973,roger probably rem,0
3974,girl propose today seing bloody funky shit fucking asssssholeeee,0
3975,wish feel,0
3976,great offer double min double txt orange tariff latest camera phone free call free,1
3977,reason team budget available buy unsold player base rate,0
3978,ceri rebel sweet dreamz buddy bloke,0
3979,ringtoneking,1
3980,thk oredi page,0
3981,frens wif mum si,0
3982,nationwide auto centre newport road,0
3983,hey missed night phone charge smile meeting friend shortly,0
3984,juliana,0
3985,friendship game play word start march end tomorrow yesterday today,0
3986,ringtone club polys direct mobile week,1
3987,sort town rush home eating nacho,0
3988,thk ticket co late wan frens darren wif,0
3989,bank granite issue explosive pick member nasdaq symbol cdgt,1
3990,home,0
3991,dizzamn aight suitemates back,0
3992,nimbomsons yep phone co real word,0
3993,love cuddle hold strong arm,0
3994,continent,0
3995,pay yr difficult,0
3996,bored housewife chat date rate landline,1
3997,call reply sm video mobile min unlimited text free camcorder reply call thurs,1
3998,give treat,0
3999,time contact prize claim easy call minute,1
4000,worry give money,0
4001,gift year,0
4002,beneath pale moon light dream goodnite amp sweet dream,0
4003,pattern emerging friend telling drive smoke telling weed smoke thing hesitant,0
4004,paid told call,0
4005,fine babe scary movie yest funny afternoon town mall sumthin,0
4006,reaching home,0
4007,forgot working today chat thing drop text free bored ring hope nose essay,0
4008,walk tram cousin walk vic market,0
4009,win westlife currently tour unbreakable untamed unkempt text cost text,1
4010,call customer service representative freephone guaranteed cash prize,1
4011,discussed mother,0
4012,,0
4013,sorry text amp drive coherently twenty,0
4014,receiving week triple echo ringtone shortly enjoy,1
4015,place room cheap,0
4016,eek lot time especially american pie minute long stop singing,0
4017,gran onlyfound afew day,0
4018,selected stay top british hotel holiday valued dial claim national rate call,1
4019,university southern california,0
4020,pick rayan macleran,0
4021,shopping stuff wan watch infernal affair lar,0
4022,ball time make call,0
4023,time wan today,0
4024,mca conform,0
4025,email,0
4026,princess make moan,0
4027,remember nite,0
4028,evening,0
4029,cool text,0
4030,sorry vikky watching olave mandara movie kano trishul theatre wit frnds,0
4031,happy babe woo hoo party,0
4032,taking italian food pretty dress panty,0
4033,wot thout call txt bak love,0
4034,chosen receive award pls call claim number collect award selected receive valued mobile customer,1
4035,holding,0
4036,flatter pint carlin ten minute,0
4037,hope scared,0
4038,pick phone pls send message,0
4039,home ready,0
4040,call customer service representative freephone guaranteed cash prize,1
4041,time,0
4042,literally bed hour,0
4043,reg ciao,0
4044,website,0
4045,win cash prize prize worth,1
4046,ringtone order reference number mobile charged tone arrive call customer service,1
4047,starve lose pound day,0
4048,impression,0
4049,understand,0
4050,motivate darkness shining light waiting find friend trust love bslvyl,0
4051,dinner,0
4052,slept,0
4053,make plan nxt wknd coz,0
4054,school starting stay weather food social support system friend school thing important,0
4055,nan yalrigu heltini iyo kothi chikku shared thing wit told body uttered word trusting plz nxt time word chikku,0
4056,noice text,0
4057,yijue meeting esaplanade tonight,0
4058,moby pub high street prize duchess cornwall txt stop,1
4059,week savamob member offer accessible call detail savamob pobox savamob offer mobile,1
4060,aight set free text blake address occurs,0
4061,dear dear happy battery low,0
4062,age abj,0
4063,prof passed paper congrats student enna kalaachutaarama prof gud mrng,0
4064,kick coco,0
4065,fyi call sporadically starting doin shit,0
4066,contacted dating service find call mobile landline,1
4067,chasing sept definitely paying information ignore kath manchester,1
